mapping_source	mapping_set_label	subject_category	subject_id	subject_label	predicate_id	object_id	object_label	object_category	confidence	mapping_cardinality	mapping_justification	author_label	reviewer_label	mapping_date	subject_source_version	cnt
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Digestive system	49652	Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); reducible	skos:exactMatch	OMOP:2109518	Laparoscopy, surgical, repair, ventral, umbilical, spigelian or epigastric hernia (includes mesh insertion, when performed); reducible	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	41
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Male genital system	54410	Removal and replacement of all component(s) of a multi-component, inflatable penile prosthesis at the same operative session	skos:exactMatch	OMOP:2109959	Removal and replacement of all component(s) of a multi-component, inflatable penile prosthesis at the same operative session	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	41
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Respiratory system	31635	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of foreign body	skos:exactMatch	OMOP:2106604	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with removal of foreign body	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	41
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51316	CD22|Bone Marrow|%	skos:exactMatch	OMOP:3029412	CD22 blasts/100 blasts in Bone marrow	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	41
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51394	CD14|Other Body Fluid|%	skos:exactMatch	OMOP:3029714	CD14 cells/100 cells in Body fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	41
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	52129	Hemoglobin Other|Blood|%	skos:exactMatch	OMOP:3051396	Hemoglobin.other/Hemoglobin.total in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	41
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular	93543	Injection procedure during cardiac catheterization; for selective left ventricular or left atrial angiography	skos:exactMatch	OMOP:42734804	Injection procedure during cardiac catheterization; for selective left ventricular or left atrial angiography	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	40
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	26350	Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); primary or secondary without free graft, each tendon	skos:exactMatch	OMOP:2104459	Repair or advancement, flexor tendon, not in zone 2 digital flexor tendon sheath (eg, no man's land); primary or secondary without free graft, each tendon	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	40
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Urinary system	50395	Introduction of guide into renal pelvis and/or ureter with dilation to establish nephrostomy tract, percutaneous	skos:exactMatch	OMOP:2109601	Introduction of guide into renal pelvis and/or ureter with dilation to establish nephrostomy tract, percutaneous	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	40
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Urinary system	52235	Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; MEDIUM bladder tumor(s) (2.0 to 5.0 cm)	skos:exactMatch	OMOP:2109775	Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; MEDIUM bladder tumor(s) (2.0 to 5.0 cm)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	40
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51023	LD, Joint Fluid|Joint Fluid|	skos:exactMatch	OMOP:3016675	Lactate dehydrogenase [Enzymatic activity/volume] in Synovial fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	40
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51393	CD138|Other Body Fluid|%	skos:exactMatch	OMOP:3033713	CD138 cells/100 cells in Body fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	40
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	52551	D-Dimer|Blood|ng{FEU}/mL;mg{FEU}/L	skos:narrowMatch	OMOP:3051714	Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma	Measurement	1	1:n	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	39
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	52551	D-Dimer|Blood|ug/L{DDU}	skos:narrowMatch	OMOP:3048530	Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma	Measurement	1	1:n	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	39
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Respiratory system	31628	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial lung biopsy(s), single lobe	skos:exactMatch	OMOP:2106588	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial lung biopsy(s), single lobe	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	39
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Respiratory system	31630	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with tracheal/bronchial dilation or closed reduction of fracture	skos:exactMatch	OMOP:2106590	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with tracheal/bronchial dilation or closed reduction of fracture	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	39
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Unsched dialysis esrd pt hos	G0257	Unscheduled or emergency dialysis treatment for an esrd patient in a hospital outpatient department that is not certified as an esrd facility	skos:exactMatch	OMOP:2617342	Unscheduled or emergency dialysis treatment for an esrd patient in a hospital outpatient department that is not certified as an esrd facility	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	39
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Urinary system	52240	Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; LARGE bladder tumor(s)	skos:exactMatch	OMOP:2109776	Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; LARGE bladder tumor(s)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	39
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51042	Sodium, Body Fluid|Other Body Fluid|mmol/L	skos:exactMatch	OMOP:3022810	Sodium [Moles/volume] in Body fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	39
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular	92982	Percutaneous transluminal coronary balloon angioplasty; single vessel	skos:exactMatch	OMOP:2313803	Percutaneous transluminal coronary balloon angioplasty; single vessel	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	38
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular system	36561	Insertion of tunneled centrally inserted central venous access device, with subcutaneous port; age 5 years or older	skos:exactMatch	OMOP:2108204	Insertion of tunneled centrally inserted central venous access device, with subcutaneous port; age 5 years or older	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	38
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51675	INR(PT)|Blood|{INR}	skos:exactMatch	OMOP:3022217	INR in Platelet poor plasma by Coagulation assay	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	38
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Digestive system	43277	Endoscopic retrograde cholangiopancreatography (ERCP); with trans-endoscopic balloon dilation of biliary/pancreatic duct(s) or of ampulla (sphincteroplasty), including sphincterotomy, when performed, each duct	skos:exactMatch	OMOP:44816423	Endoscopic retrograde cholangiopancreatography (ERCP); with trans-endoscopic balloon dilation of biliary/pancreatic duct(s) or of ampulla (sphincteroplasty), including sphincterotomy, when performed, each duct	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	37
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Endocrine system	60271	Thyroidectomy, including substernal thyroid; cervical approach	skos:exactMatch	OMOP:2110376	Thyroidectomy, including substernal thyroid; cervical approach	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	37
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	23430	Tenodesis of long tendon of biceps	skos:exactMatch	OMOP:2103697	Tenodesis of long tendon of biceps	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	37
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	25295	Tenolysis, flexor or extensor tendon, forearm and/or wrist, single, each tendon	skos:exactMatch	OMOP:2104161	Tenolysis, flexor or extensor tendon, forearm and/or wrist, single, each tendon	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	37
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Respiratory system	31631	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of tracheal stent(s) (includes tracheal/bronchial dilation as required)	skos:exactMatch	OMOP:2106591	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of tracheal stent(s) (includes tracheal/bronchial dilation as required)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	37
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Urinary system	52351	Cystourethroscopy, with ureteroscopy and/or pyeloscopy; diagnostic	skos:exactMatch	OMOP:2109815	Cystourethroscopy, with ureteroscopy and/or pyeloscopy; diagnostic	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	37
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular	92943	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel	skos:exactMatch	OMOP:43528003	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	36
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Female genital system	58542	Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)	skos:exactMatch	OMOP:2110210	Laparoscopy, surgical, supracervical hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	36
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51776	<Albumin>|Cerebrospinal Fluid|mg/dL	skos:exactMatch	OMOP:3024474	Albumin [Mass/volume] in Cerebral spinal fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	36
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51897	Surfactant/Albumin|Other Body Fluid|mg/g	skos:exactMatch	OMOP:3017439	Surfactant/Albumin [Mass Ratio] in Amniotic fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	36
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular system	37607	Ligation or banding of angioaccess arteriovenous fistula	skos:exactMatch	OMOP:2108370	Ligation or banding of angioaccess arteriovenous fistula	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	35
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	25609	Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments	skos:exactMatch	OMOP:2104293	Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	35
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50847	Potassium, Ascites|Ascites|mmol/L	skos:exactMatch	OMOP:3029821	Potassium [Moles/volume] in Peritoneal fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	35
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	51041	Potassium, Body Fluid|Other Body Fluid|mmol/L	skos:exactMatch	OMOP:3036243	Potassium [Moles/volume] in Body fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	35
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51253	Monocyte Count|Blood|10*3/uL	skos:exactMatch	OMOP:3033575	Monocytes [#/volume] in Blood by Automated count	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	35
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51329	CD57|Bone Marrow|%	skos:exactMatch	OMOP:3014360	CD57 cells/100 cells in Bone marrow	Measurement	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	35
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular	93451	Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed	skos:exactMatch	OMOP:40756947	Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Digestive system	47563	Laparoscopy, surgical; cholecystectomy with cholangiography	skos:exactMatch	OMOP:2109364	Laparoscopy, surgical; cholecystectomy with cholangiography	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Digestive system	47999	Unlisted procedure, biliary tract	skos:exactMatch	OMOP:2109393	Unlisted procedure, biliary tract	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Integumentary system	19340	Insertion of breast implant on same day of mastectomy (ie, immediate)	skos:exactMatch	OMOP:2102753	Insertion of breast implant on same day of mastectomy (ie, immediate)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	20605	Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); without ultrasound guidance	skos:exactMatch	OMOP:2102901	Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); without ultrasound guidance	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Nervous system	64910	Nerve repair; with synthetic conduit or vein allograft (eg, nerve tube), each nerve	skos:exactMatch	OMOP:2110898	Nerve repair; with synthetic conduit or vein allograft (eg, nerve tube), each nerve	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Respiratory system	31625	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial or endobronchial biopsy(s), single or multiple sites	skos:exactMatch	OMOP:2106587	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial or endobronchial biopsy(s), single or multiple sites	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	34
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51304	CD103|Bone Marrow|%	skos:exactMatch	OMOP:3029695	CD103 cells/100 cells in Bone marrow	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	34
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular system	37206	Transcatheter placement of an intravascular stent(s) (except coronary, carotid, vertebral, iliac, and lower extremity arteries), percutaneous; each additional vessel (List separately in addition to code for primary procedure)	skos:exactMatch	OMOP:2108345	Transcatheter placement of an intravascular stent(s) (except coronary, carotid, vertebral, iliac, and lower extremity arteries), percutaneous; each additional vessel (List separately in addition to code for primary procedure)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular system	37220	Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel; with transluminal angioplasty	skos:exactMatch	OMOP:40756946	Revascularization, endovascular, open or percutaneous, iliac artery, unilateral, initial vessel; with transluminal angioplasty	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Digestive system	49650	Laparoscopy, surgical; repair initial inguinal hernia	skos:exactMatch	OMOP:2109516	Laparoscopy, surgical; repair initial inguinal hernia	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Female genital system	57282	Colpopexy, vaginal; extra-peritoneal approach (sacrospinous, iliococcygeus)	skos:exactMatch	OMOP:2110116	Colpopexy, vaginal; extra-peritoneal approach (sacrospinous, iliococcygeus)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	20694	Removal, under anesthesia, of external fixation system	skos:exactMatch	OMOP:2102937	Removal, under anesthesia, of external fixation system	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	24685	Open treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]), includes internal fixation, when performed	skos:exactMatch	OMOP:2104033	Open treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]), includes internal fixation, when performed	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	25608	Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 2 fragments	skos:exactMatch	OMOP:2104292	Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 2 fragments	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	33
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51495	RBC Clumps|Urine|/[HPF]	skos:exactMatch	OMOP:40761550	Erythrocyte clumps [#/area] in Urine sediment by Microscopy high power field	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	33
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular system	37204	Transcatheter occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular malformation), percutaneous, any method, non-central nervous system, non-head or neck	skos:exactMatch	OMOP:2108343	Transcatheter occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular malformation), percutaneous, any method, non-central nervous system, non-head or neck	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	32
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Female genital system	57260	Combined anteroposterior colporrhaphy, including cystourethroscopy, when performed	skos:exactMatch	OMOP:2110110	Combined anteroposterior colporrhaphy, including cystourethroscopy, when performed	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	32
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Musculoskeletal system	28285	Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)	skos:exactMatch	OMOP:2105626	Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	32
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Occlusive device in vein art	G0269	Placement of occlusive device into either a venous or arterial access site, post surgical or interventional procedure (e.g., angioseal plug, vascular plug)	skos:exactMatch	OMOP:2617354	Placement of occlusive device into either a venous or arterial access site, post surgical or interventional procedure (e.g., angioseal plug, vascular plug)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	32
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50839	Chloride, Ascites|Ascites|mmol/L	skos:exactMatch	OMOP:3043156	Chloride [Moles/volume] in Peritoneal fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	32
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Hematology	51415	CD64|Other Body Fluid|%	skos:exactMatch	OMOP:3029062	CD64 cells/100 cells in Body fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	32
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular	92937	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed; single vesse	skos:exactMatch	OMOP:43528000	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed; single vesse	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	31
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Endocrine system	60512	Parathyroid autotransplantation (List separately in addition to code for primary procedure)	skos:exactMatch	OMOP:2110386	Parathyroid autotransplantation (List separately in addition to code for primary procedure)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	31
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Female genital system	58262	Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s)	skos:exactMatch	OMOP:2110182	Vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s), and/or ovary(s)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	31
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Female genital system	58552	Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)	skos:exactMatch	OMOP:2110218	Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less; with removal of tube(s) and/or ovary(s)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	31
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Urinary system	52005	Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service	skos:exactMatch	OMOP:2109768	Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	31
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Urinary system	52234	Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; SMALL bladder tumor(s) (0.5 up to 2.0 cm)	skos:exactMatch	OMOP:2109774	Cystourethroscopy, with fulguration (including cryosurgery or laser surgery) and/or resection of; SMALL bladder tumor(s) (0.5 up to 2.0 cm)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	31
TUFTS:MIMIC-4-labevents	MIMIC-4 labevents to OMOP	Chemistry	50837	Bicarbonate, Ascites|Ascites|mmol/L	skos:exactMatch	OMOP:40757491	Bicarbonate [Moles/volume] in Peritoneal fluid	Measurement	1	1:1	semapv:ManualMappingCuration	Tom Pollard	Tufts	11-22-2022	v2.0	31
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Cardiovascular	93461	Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right and left heart catheterization including intraprocedural injection(s) fo	skos:exactMatch	OMOP:40756857	Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right and left heart catheterization including intraprocedural injection(s) fo	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	30
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Female genital system	57267	Insertion of mesh or other prosthesis for repair of pelvic floor defect, each site (anterior, posterior compartment), vaginal approach (List separately in addition to code for primary procedure)	skos:exactMatch	OMOP:2110112	Insertion of mesh or other prosthesis for repair of pelvic floor defect, each site (anterior, posterior compartment), vaginal approach (List separately in addition to code for primary procedure)	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	30
TUFTS:MIMIC-4-hcpcs	MIMIC-4 hcpcs to OMOP	Perc d-e cor revasc w ami s	C9606	Percutaneous transluminal revascularization of acute total/subtotal occlusion during acute myocardial infarction, coronary artery or coronary artery bypass graft, any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, includi...	skos:exactMatch	OMOP:43533187	Percutaneous transluminal revascularization of acute total/subtotal occlusion during acute myocardial infarction, coronary artery or coronary artery bypass graft, any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, includi...	Procedure	1	1:1	semapv:ManualMappingCuration	Odysseus	Tufts	09-15-2022	v.1.0	30
