mapping_source	mapping_set_label	subject_category	subject_id	subject_label	predicate_id	object_id	object_label	object_category	confidence	mapping_cardinality	mapping_justification	author_label	reviewer_label	mapping_provider	mapping_date	subject_vocabulary_version
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000039	CO FICK (Epic Calc) SaO2	skos:exactMatch	OMOP:3013502	Oxygen saturation in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000040	CO FICK (Epic Calc) SpO2	skos:exactMatch	OMOP:3013502	Oxygen saturation in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000192	SpO2	skos:exactMatch	OMOP:3013502	Oxygen saturation in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000197	SV FICK	skos:broadMatch	OMOP:3014125	Left ventricular Stroke volume by Fick method	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000170	RAP (mean)	skos:exactMatch	OMOP:3014507	Right atrial Intrachamber mean pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000205	Temp	skos:exactMatch	OMOP:3020891	Body temperature	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000229	(Vent) Resp Rate Observed	skos:exactMatch	OMOP:3024171	Respiratory rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000174	Resp	skos:exactMatch	OMOP:3024171	Respiratory rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000240	Weight	skos:exactMatch	OMOP:3025315	Body weight	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000157	Press. Control Set (above PEEP) cmH2O	skos:exactMatch	OMOP:3025439	Airway pressure Ventilator --at peak inspiratory flow maximum setting	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000043	Core (Body) Temperature	skos:exactMatch	OMOP:3025926	Body temperature - Core	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000158	Pressure Control Set (cm H2O)	skos:exactMatch	OMOP:3026280	Airway pressure Ventilator --at peak inspiratory flow setting	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000083	IABP Assisted Mean BP	skos:exactMatch	OMOP:3027598	Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000108	MAP (mmHg)	skos:exactMatch	OMOP:3027598	Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000198	SVI FICK	skos:broadMatch	OMOP:3028039	Left ventricular Stroke volume index by Fick method	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000138	PAP (Mean)	skos:exactMatch	OMOP:3028074	Pulmonary artery Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000166	PVR FICK	skos:exactMatch	OMOP:3035013	Pulmonary vascular Resistance by Fick method	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000200	SVR	skos:exactMatch	OMOP:3035146	Systemic vascular Resistance	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000201	SVR (dyne*sec)/cm5	skos:exactMatch	OMOP:3035146	Systemic vascular Resistance	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000079	Height	skos:exactMatch	OMOP:3036277	Body height	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000155	Plateau Pressure (cmH2O)	skos:exactMatch	OMOP:36304439	Pressure.plateau Respiratory system airway	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000176	Richmond Agitation Sedation Scale (RASS)	skos:exactMatch	OMOP:36684829	Richmond agitation-sedation scale	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000022	Bioreactance Change % in Stroke Volume (SV)	skos:broadMatch	OMOP:37116693	Stroke volume variation	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000128	O2 Del Method	skos:broadMatch	OMOP:4036936	Oxygen delivery	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000129	O2 Del Method #2	skos:broadMatch	OMOP:4036936	Oxygen delivery	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000153	PIP Observed (cm H2O)	skos:exactMatch	OMOP:4101694	Peak inspiratory pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000168	Ramsay Scale (RS): Score	skos:exactMatch	OMOP:4105091	Ramsay sedation scale	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000025	BIS Monitor	skos:exactMatch	OMOP:4134573	Bispectral index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000130	O2 Flow (L/min)	skos:exactMatch	OMOP:4141684	Delivered oxygen flow rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000132	O2 Flow Rate (L/min)	skos:exactMatch	OMOP:4141684	Delivered oxygen flow rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000131	O2 Flow Rate #2 (LPM)	skos:exactMatch	OMOP:4141684	Delivered oxygen flow rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000134	Oxygen flow (L/min)	skos:exactMatch	OMOP:4141684	Delivered oxygen flow rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000042	Cooling/Warming device and therapy	skos:broadMatch	OMOP:4155144	Device used	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000239	Warming Device Type	skos:broadMatch	OMOP:4155144	Device used	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000024	Bioreactance Stroke Volume Index (SVI)	skos:broadMatch	OMOP:4172676	Stroke index	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000195	Stroke Index	skos:exactMatch	OMOP:4172676	Stroke index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000020	Bioreactance Cardiac Index (CI)	skos:broadMatch	OMOP:4208254	Cardiac index	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000033	Cardiac Index	skos:exactMatch	OMOP:4208254	Cardiac index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000035	CI	skos:exactMatch	OMOP:4208254	Cardiac index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000037	CI (L/min/m2)	skos:exactMatch	OMOP:4208254	Cardiac index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000234	Vt (Set, mL)	skos:exactMatch	OMOP:4220163	Tidal volume setting	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000038	CO	skos:exactMatch	OMOP:4221102	Cardiac output	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000041	CO (L/min)	skos:exactMatch	OMOP:4221102	Cardiac output	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000231	Vent Status	skos:exactMatch	OMOP:4224130	Ventilation status	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000238	Warming Blanket Use	skos:exactMatch	OMOP:4225960	Warming blanket	Device	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000023	Bioreactance Stroke Volume	skos:broadMatch	OMOP:4231869	Stroke volume	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000196	Stroke Volume	skos:exactMatch	OMOP:4231869	Stroke volume	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000028	BMI (Calculated)	skos:exactMatch	OMOP:4245997	Body mass index	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000107	MAP (cmH2O)	skos:exactMatch	OMOP:42527086	Mean airway pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000133	Overall CAM-ICU	skos:broadMatch	OMOP:42539072	Confusion Assessment Method short version score	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000110	Minute Ventilation (L/min)	skos:broadMatch	OMOP:4262306	Minute ventilation	Condition	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000161	Pulse	skos:exactMatch	OMOP:4280520	Pulse taking	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000064	FiO2 (%)	skos:exactMatch	OMOP:42869590	Oxygen/Gas total [Pure volume fraction] Inhaled gas	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000065	FIO2 (%) #2	skos:exactMatch	OMOP:42869590	Oxygen/Gas total [Pure volume fraction] Inhaled gas	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000186	Secretion Amount	skos:broadMatch	OMOP:4311165	Respiratory secretion	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000187	Secretion Color	skos:broadMatch	OMOP:4311165	Respiratory secretion	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000188	Secretion Consistency	skos:broadMatch	OMOP:4311165	Respiratory secretion	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000029	BP	skos:exactMatch	OMOP:4326744	Blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000148	PEEP/CPAP/EPAP (cm H2O)	skos:exactMatch	OMOP:4353713	Positive end expiratory pressure	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000057	ETCO2 (mmHg)	skos:exactMatch	OMOP:4353940	End tidal carbon dioxide partial pressure	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vital Signs	700000021	Bioreactance Cardiac Output (CO)	skos:exactMatch	OMOP:45766800	Non-invasive cardiac output monitoring	Observation	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000034	Chest Tube Net Output (mL)	skos:broadMatch	OMOP:1030277	Chest tube output	Observation	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000090	ICP Mean (mmHg)	skos:exactMatch	OMOP:21490593	Intracranial pressure (ICP) Mean	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000089	ICP Mean 2 (mmHg)	skos:exactMatch	OMOP:21490593	Intracranial pressure (ICP) Mean	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000046	CVP (mmHg)	skos:exactMatch	OMOP:21490675	Central venous pressure (CVP)	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000044	CPP	skos:exactMatch	OMOP:21490695	Cerebral perfusion pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000045	CPP 2	skos:exactMatch	OMOP:21490695	Cerebral perfusion pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000091	I:E Ratio	skos:exactMatch	OMOP:21490724	Inspiration/Expiration time Ratio	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000232	VT (exhaled)	skos:exactMatch	OMOP:21490752	Tidal volume expired Respiratory system airway	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000144	PCWP (mmHg)	skos:exactMatch	OMOP:21490776	Pulmonary artery wedge pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000013	Arterial Line BP	skos:exactMatch	OMOP:21490850	Invasive Blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000014	Arterial Line BP 2	skos:exactMatch	OMOP:21490850	Invasive Blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000015	Arterial Line BP 3	skos:exactMatch	OMOP:21490850	Invasive Blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000016	Arterial Line MAP (mmHg)	skos:exactMatch	OMOP:21490852	Invasive Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000017	Arterial Line MAP (mmHg) 2	skos:exactMatch	OMOP:21490852	Invasive Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000018	Arterial Line MAP (mmHg) 3	skos:exactMatch	OMOP:21490852	Invasive Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000084	IABP Assisted Systole BP	skos:exactMatch	OMOP:3004249	Systolic blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000087	IABP Unassisted Systolic BP	skos:exactMatch	OMOP:3004249	Systolic blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000007	Adult Vent Mode	skos:exactMatch	OMOP:3004921	Ventilation mode Ventilator	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000082	IABP Assisted Diastole BP	skos:exactMatch	OMOP:3012888	Diastolic blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000085	IABP Augmented Diastole	skos:exactMatch	OMOP:3012888	Diastolic blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000086	IABP Unassisted Diastolic BP	skos:exactMatch	OMOP:3012888	Diastolic blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000192	SpO2	skos:exactMatch	OMOP:3013502	Oxygen saturation in Blood	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000165	PVR (dyne*sec)/cm5	skos:exactMatch	OMOP:3013652	Pulmonary vascular Resistance	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	WU	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000222	Urinary Tube Net Output (mL)	skos:broadMatch	OMOP:3014315	Urine output	Measurement	0.8	n:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000170	RAP (mean)	skos:exactMatch	OMOP:3014507	Right atrial Intrachamber mean pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000205	Temp	skos:exactMatch	OMOP:3020891	Body temperature	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000174	Resp	skos:exactMatch	OMOP:3024171	Respiratory rate	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000240	Weight	skos:exactMatch	OMOP:3025315	Body weight	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000043	Core (Body) Temperature	skos:exactMatch	OMOP:3025926	Body temperature - Core	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000083	IABP Assisted Mean BP	skos:exactMatch	OMOP:3027598	Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
Washington-University:ShortlistedFlowSheetDataElements	WU-FlowSheetDataElements-to-OMOP	ICU Vitals & Intake/Output	700000108	MAP (mmHg)	skos:exactMatch	OMOP:3027598	Mean blood pressure	Measurement	1	1:1	semapv:ManualMappingCuration	WU	Tufts	Tufts	2023-02-22	v.1.0
